gc_orgID,harmonized_name,nom_harmonisé,legal_title,appellation_légale,preferred_name,nom_préféré,lead_department,ministère_responsable,abbreviation,abreviation,FAA_LGFP,status_statut
2222,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,AAFC,AAC,1,a
2223,Canadian Heritage,Patrimoine canadien,Department of Canadian Heritage,Ministère du Patrimoine canadien,Canadian Heritage,Patrimoine canadien,Canadian Heritage,Patrimoine canadien,PCH,PCH,1,a
2224,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",IRCC,IRCC,1,a
2225,Department of Finance Canada,Ministère des Finances Canada,Department of Finance,Ministère des Finances,Department of Finance Canada,Ministère des Finances Canada,Department of Finance Canada,Ministère des Finances Canada,FIN,FIN,1,a
2226,Fisheries and Oceans Canada,Pêches et Océans Canada,Department of Fisheries and Oceans,Ministère des Pêches et des Océans,Fisheries and Oceans Canada,Pêches et Océans Canada,Fisheries and Oceans Canada,Pêches et Océans Canada,DFO,MPO,1,a
2227,Global Affairs Canada,Affaires mondiales Canada,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Global Affairs Canada,Affaires mondiales Canada,Global Affairs Canada,Affaires mondiales Canada,GAC,AMC,1,a
2228,Health Canada,Santé Canada,Department of Health,Ministère de la Santé,Health Canada,Santé Canada,Health Canada,Santé Canada,HC,SC,1,a
2229,Employment and Social Development Canada,Emploi et Développement social Canada,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,Employment and Social Development Canada,Emploi et Développement social Canada,Employment and Social Development Canada,Emploi et Développement social Canada,ESDC,EDSC,1,a
2230,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,CIRNAC,RCAANC,1,a
2231,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",Department of Industry,Ministère de l'Industrie,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada","Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ISED,ISDE,1,a
2232,Department of Justice Canada,Ministère de la Justice Canada,Department of Justice,Ministère de la Justice,Department of Justice Canada,Ministère de la Justice Canada,Department of Justice Canada,Ministère de la Justice Canada,JUS,JUS,1,a
2233,National Defence,Défense nationale,Department of National Defence,Ministère de la Défense nationale,National Defence,Défense nationale,National Defence,Défense nationale,DND,MDN,1,a
2234,Natural Resources Canada,Ressources naturelles Canada,Department of Natural Resources,Ministère des Ressources naturelles,Natural Resources Canada,Ressources naturelles Canada,Natural Resources Canada,Ressources naturelles Canada,NRCan,RNCan,1,a
2235,Public Safety Canada,Sécurité publique Canada,Department of Public Safety and Emergency Preparedness,Ministère de la Sécurité publique et de la Protection civile,Public Safety Canada,Sécurité publique Canada,Public Safety Canada,Sécurité publique Canada,PS,SP,1,a
2236,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,PSPC,SPAC,1,a
2237,Environment and Climate Change Canada,Environnement et Changement climatique Canada,Department of the Environment,Ministère de l'Environnement,Environment and Climate Change Canada,Environnement et Changement climatique Canada,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ECCC,ECCC,1,a
2238,Transport Canada,Transports Canada,Department of Transport,Ministère des Transports,Transport Canada,Transports Canada,Transport Canada,Transports Canada,TC,TC,1,a
2239,Veterans Affairs Canada,Anciens Combattants Canada,Department of Veterans Affairs,Ministère des Anciens Combattants,Veterans Affairs Canada,Anciens Combattants Canada,Veterans Affairs Canada,Anciens Combattants Canada,VAC,ACC,1,a
2240,Prairies Economic Development Canada,Développement économique Canada pour les Prairies,Department of Western Economic Diversification,Ministère de la Diversification de l'économie de l'Ouest canadien,Prairies Economic Development Canada,Développement économique Canada pour les Prairies,,Ministre de la Gestion des urgences et de la Résilience des communautés et ministre responsable de Développement économique Canada pour les Prairies,PrairiesCan,PrairiesCan,1,a
2241,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,Department for Women and Gender Equality,Ministère des Femmes et de l'Égalité des genres,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,WAGE,FEGC,1,a
2242,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,TBS,SCT,,a
2243,Indigenous Services Canada,Services aux Autochtones Canada,Department of Indigenous Services,Ministère des Services aux Autochtones,Indigenous Services Canada,Services aux Autochtones Canada,Indigenous Services Canada,Services aux Autochtones Canada,ISC,SAC,1,a
2244,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,,,,Ministre de la Justice et procureur général du Canada et ministre responsable de l'Agence de promotion économique du Canada atlantique,ACOA,APECA,1.1,a
2245,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,Impact Assessment Agency of Canada,Agence canadienne d'évaluation d'impact,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,Environment and Climate Change Canada,Environnement et Changement climatique Canada,IAAC,AEIC,1.1,a
2246,Canadian Grain Commission,Commission canadienne des grains,Canadian Grain Commission,Commission canadienne des grains,,,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,CGC,CCG,1.1,a
2247,Canadian Human Rights Commission,Commission canadienne des droits de la personne,Canadian Human Rights Commission,Commission canadienne des droits de la personne,,,Department of Justice Canada,Ministère de la Justice Canada,CHRC,CCDP,1.1,a
2248,Canadian Intergovernmental Conference Secretariat,Secrétariat des conférences intergouvernementales canadiennes,Canadian Intergovernmental Conference Secretariat,Secrétariat des conférences intergouvernementales canadiennes,,,Privy Council Office,Bureau du Conseil privé,CICS,SCIC,1.1,a
2249,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,,Ministre des Affaires du Nord et de l'Arctique et ministre responsable de l'Agence canadienne de développement économique du Nord,CanNor,CanNor,1.1,a
2250,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,Public Safety Canada,Sécurité publique Canada,CSIS,SCRS,1.1,a
2251,Canadian Space Agency,Agence spatiale canadienne,Canadian Space Agency,Agence spatiale canadienne,Canadian Space Agency,Agence spatiale canadienne,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",CSA,ASC,1.1,a
2252,Canadian Transportation Agency,Office des transports du Canada,Canadian Transportation Agency,Office des transports du Canada,Canadian Transportation Agency,Office des transports du Canada,Transport Canada,Transports Canada,CTA,OTC,1.1,a
2253,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,Communications Security Establishment,Centre de la sécurité des télécommunications,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,National Defence,Défense nationale,CSE,CST,1.1,a
2254,Copyright Board Canada,Commission du droit d'auteur Canada,Copyright Board,Commission du droit d'auteur,Copyright Board Canada,Commission du droit d'auteur Canada,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",CB,CDA,1.1,a
2255,Correctional Service Canada,Service correctionnel Canada,Correctional Service of Canada,Service correctionnel du Canada,Correctional Service Canada,Service correctionnel Canada,Public Safety Canada,Sécurité publique Canada,CSC,SCC,1.1,a
2256,Courts Administration Service,Service administratif des tribunaux judiciaires,Courts Administration Service,Service administratif des tribunaux judiciaires,Courts Administration Service,Service administratif des tribunaux judiciaires,Department of Justice Canada,Ministère de la Justice Canada,CAS,SATJ,1.1,a
2257,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,Economic Development Agency of Canada for the Regions of Quebec,Agence de développement économique du Canada pour les régions du Québec,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,,Ministre de l'Industrie et ministre responsable de Développement économique Canada pour les régions du Québec,CED,DEC,1.1,a
2258,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,,Ministre de l'Intelligence artificielle et de l'Innovation numérique et ministre responsable de l'Agence fédérale de développement économique pour le Sud de l'Ontario,FedDev Ontario,FedDev Ontario,1.1,a
2259,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Department of Finance Canada,Ministère des Finances Canada,FCAC,ACFC,1.1,a
2260,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Department of Finance Canada,Ministère des Finances Canada,FINTRAC,CANAFE,1.1,a
2261,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,Immigration and Refugee Board,Commission de l'immigration et du statut de réfugié,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",IRB,CISR,1.1,a
2262,Library and Archives Canada,Bibliothèque et Archives Canada,Library and Archives of Canada,Bibliothèque et Archives du Canada,Library and Archives Canada,Bibliothèque et Archives Canada,Canadian Heritage,Patrimoine canadien,LAC,BAC,1.1,a
2263,Military Grievances External Review Committee,Comité externe d'examen des griefs militaires,Military Grievances External Review Committee,Comité externe d'examen des griefs militaires,Military Grievances External Review Committee,Comité externe d'examen des griefs militaires,National Defence,Défense nationale,MGERC,CEEGM,1.1,a
2264,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada,Military Police Complaints Commission,Commission d'examen des plaintes concernant la police militaire,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada,National Defence,Défense nationale,MPCC,CPPM,1.1,a
2265,Farm Products Council of Canada,Conseil des produits agricoles du Canada,National Farm Products Council,Conseil national des produits agricoles,Farm Products Council of Canada,Conseil des produits agricoles du Canada,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,FPCC,CPAC,1.1,a
2266,National Film Board,Office national du film,National Film Board,Office national du film,,,Canadian Heritage,Patrimoine canadien,NFB,ONF,1.1,a
2267,Parole Board of Canada,Commission des libérations conditionnelles du Canada,Parole Board of Canada,Commission des libérations conditionnelles du Canada,Parole Board of Canada,Commission des libérations conditionnelles du Canada,Public Safety Canada,Sécurité publique Canada,PBC,CLCC,1.1,a
2268,Northern Pipeline Agency Canada,Administration du pipe-line du Nord Canada,Northern Pipeline Agency,Administration du pipe-line du Nord,Northern Pipeline Agency Canada,Administration du pipe-line du Nord Canada,Natural Resources Canada,Ressources naturelles Canada,NPA,APN,1.1,a
2269,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités Canada","Department of Housing, Infrastructure and Communities","Ministère du Logement, de l'Infrastructure et des Collectivités","Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités Canada","Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités Canada",HICC,LICC,1,a
2270,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada,Office of the Auditor General,Bureau du vérificateur général,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada,Department of Finance Canada,Ministère des Finances Canada,OAG,BVG,1.1,a
2271,Elections Canada,Élections Canada,Office of the Chief Electoral Officer,Bureau du directeur général des élections,,,,,elections,elections,1.1,a
2272,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada,Office of the Commissioner for Federal Judicial Affairs,Commissariat à la magistrature fédérale,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada,Department of Justice Canada,Ministère de la Justice Canada,FJA,CMF,1.1,a
2273,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada,Office of the Commissioner of Lobbying,Commissariat au lobbying,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,OCL,CAL,1.1,a
2274,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,,,Privy Council Office,Bureau du Conseil privé,OCOL,CLO,1.1,a
2275,Office of the Intelligence Commissioner,Bureau du commissaire au renseignement,Office of the Intelligence Commissioner,Bureau du commissaire au renseignement,,,Privy Council Office,Bureau du Conseil privé,,,1.1,a
2276,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada,Office of the Correctional Investigator of Canada,Bureau de l'enquêteur correctionnel du Canada,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada,Public Safety Canada,Sécurité publique Canada,OCI,BEC,1.1,a
2277,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,Office of the Director of Public Prosecutions,Bureau du directeur des poursuites pénales,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,Department of Justice Canada,Ministère de la Justice Canada,PPSC,SPPC,1.1,a
2278,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général,Office of the Governor General's Secretary,Bureau du secrétaire du gouverneur général,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général,Privy Council Office,Bureau du Conseil privé,OSGG,BSGG,1.1,a
2279,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada,Office of the Public Sector Integrity Commissioner,Commissariat à l'intégrité du secteur public,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,PSIC,ISPC,1.1,a
2280,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,Office of the Superintendent of Financial Institutions,Bureau du surintendant des institutions financières,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,Department of Finance Canada,Ministère des Finances Canada,OSFI,BSIF,1.1,a
2281,Office of the Information Commissioner of Canada,Commissariat à l'information au Canada,Office of the Information Commissioner of Canada,Commissariat à l'information au Canada,,,Department of Justice Canada,Ministère de la Justice Canada,,,,a
2282,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,,,Department of Justice Canada,Ministère de la Justice Canada,,,4,a
2283,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada,Patented Medicine Prices Review Board,Conseil d'examen du prix des médicaments brevetés,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada,Health Canada,Santé Canada,PMPRB,CEPMB,1.1,a
2284,Privy Council Office,Bureau du Conseil privé,Privy Council Office,Bureau du Conseil privé,Privy Council Office,Bureau du Conseil privé,Privy Council Office,Bureau du Conseil privé,PCO,BCP,1.1,a
2285,Public Health Agency of Canada,Agence de la santé publique du Canada,Public Health Agency of Canada,Agence de la santé publique du Canada,Public Health Agency of Canada,Agence de la santé publique du Canada,Health Canada,Santé Canada,PHAC,ASPC,1.1,a
2286,Public Service Commission of Canada,Commission de la fonction publique du Canada,Public Service Commission,Commission de la fonction publique,Public Service Commission of Canada,Commission de la fonction publique du Canada,Privy Council Office,Bureau du Conseil privé,PSC,CFP,1.1,a
2287,Registrar of the Supreme Court of Canada,Registraire de la Cour suprême du Canada,Registrar of the Supreme Court of Canada,Registraire de la Cour suprême du Canada,,,Department of Justice Canada,Ministère de la Justice Canada,SCC,CSC,1.1,a
2288,Royal Canadian Mounted Police,Gendarmerie royale du Canada,Royal Canadian Mounted Police,Gendarmerie royale du Canada,,,Public Safety Canada,Sécurité publique Canada,RCMP,GRC,1.1,a
2289,RCMP External Review Committee,Comité externe d'examen de la GRC,Royal Canadian Mounted Police External Review Committee,Comité externe d'examen de la Gendarmerie royale du Canada,RCMP External Review Committee,Comité externe d'examen de la GRC,Public Safety Canada,Sécurité publique Canada,ERC,CEE,1.1,a
2290,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la GRC,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la GRC,Public Safety Canada,Sécurité publique Canada,CRCC,CCETP,1.1,a
2291,National Security and Intelligence Review Agency Secretariat,Secrétariat de l'Office de surveillance des activités en matière de sécurité nationale et de renseignement,National Security and Intelligence Review Agency Secretariat,Secrétariat de l'Office de surveillance des activités en matière de sécurité nationale et de renseignement,,,Privy Council Office,Bureau du Conseil privé,,,1.1,a
2292,Shared Services Canada,Services partagés Canada,Shared Services Canada,Services partagés Canada,Shared Services Canada,Services partagés Canada,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,SSC,SPC,1.1,a
2293,Statistics Canada,Statistique Canada,Statistics Canada,Statistique Canada,Statistics Canada,Statistique Canada,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",StatCan,StatCan,1.1,a
2294,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),,,Veterans Affairs Canada,Anciens Combattants Canada,VRAB,TACRA,1.1,a
2295,Secretariat of the National Security and Intelligence Committee of Parliamentarians,Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement,Secretariat of the National Security and Intelligence Committee of Parliamentarians,Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement,Secretariat of the National Security and Intelligence Committee of Parliamentarians,Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement,Privy Council Office,Bureau du Conseil privé,SNSICP,SCPSNR,1.1,a
2296,Leaders' Debates Commission,Commission des débats des chefs,Leaders' Debates Commission,Commission des débats des chefs,,,Privy Council Office,Bureau du Conseil privé,,,1.1,a
2297,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,Department of Justice Canada,Ministère de la Justice Canada,ATSSC,SCDATA,1.1,a
2298,Pacific Economic Development Canada,Développement économique Canada pour le Pacifique,Pacific Economic Development Agency of Canada,Agence de développement économique du Pacifique Canada,Pacific Economic Development Canada,Développement économique Canada pour le Pacifique,,Ministre du Logement et de l'Infrastructure et ministre responsable de Développement économique Canada pour le Pacifique,PacifiCan,PacifiCan,1.1,a
2299,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l'Ontario,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l'Ontario,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l'Ontario,,Ministre de l'Emploi et des Familles et ministre responsable de l'Agence fédérale de développement économique pour le Nord de l'Ontario,FedNor,FedNor,1.1,a
2300,Canada Border Services Agency,Agence des services frontaliers du Canada,Canada Border Services Agency,Agence des services frontaliers du Canada,Canada Border Services Agency,Agence des services frontaliers du Canada,Public Safety Canada,Sécurité publique Canada,CBSA,ASFC,2,a
2301,Canada Emission Reduction Incentives Agency,Agence canadienne pour l'incitation à la réduction des émissions,Canada Emission Reduction Incentives Agency,Agence canadienne pour l'incitation à la réduction des émissions,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada,,,2,a
2302,Canada Employment Insurance Commission,Commission de l'assurance-emploi du Canada,Canada Employment Insurance Commission,Commission de l'assurance-emploi du Canada,Canada Employment Insurance Commission,Commission de l'assurance-emploi du Canada,Employment and Social Development Canada,Emploi et Développement social Canada,CEIC,CAEC,2,a
2303,Canada Revenue Agency,Agence du revenu du Canada,Canada Revenue Agency,Agence du revenu du Canada,,,Canada Revenue Agency,Agence du revenu du Canada,CRA,ARC,2,a
2304,Canada School of Public Service,École de la fonction publique du Canada,Canada School of Public Service,École de la fonction publique du Canada,Canada School of Public Service,École de la fonction publique du Canada,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,CSPS,EFPC,2,a
2305,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,,,Employment and Social Development Canada,Emploi et Développement social Canada,CCOHS,CCHST,2,a
2306,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,Health Canada,Santé Canada,CFIA,ACIA,2,a
2307,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,,,Health Canada,Santé Canada,CIHR,IRSC,2,a
2308,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,Natural Resources Canada,Ressources naturelles Canada,CNSC,CCSN,2,a
2309,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,Canadian Transportation Accident Investigation and Safety Board,Bureau canadien d'enquête sur les accidents de transport et de la sécurité des transports,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,Privy Council Office,Bureau du Conseil privé,TSB,BST,2,a
