gc_orgID,harmonized_name,nom_harmonisé,legal_title,appellation_légale,preferred_name,nom_préféré,lead_department,ministère_responsable,abbreviation,abreviation,FAA_LGFP,status_statut
2310,Law Commission of Canada,Commission du droit du Canada,Law Commission of Canada,Commission du droit du Canada,Law Commission of Canada,Commission du droit du Canada,Department of Justice Canada,Ministère de la Justice Canada,,,2,a
2311,The National Battlefields Commission,Commission des champs de bataille nationaux,The National Battlefields Commission,Commission des champs de bataille nationaux,The National Battlefields Commission,Commission des champs de bataille nationaux,Canadian Heritage,Patrimoine canadien,NBC,CCBN,2,a
2312,Canada Energy Regulator,Régie de l'énergie du Canada,Canadian Energy Regulator,Régie canadienne de l'énergie,Canada Energy Regulator,Régie de l'énergie du Canada,Natural Resources Canada,Ressources naturelles Canada,CER,REC,2,a
2313,National Research Council Canada,Conseil national de recherches Canada,National Research Council of Canada,Conseil national de recherches du Canada,National Research Council Canada,Conseil national de recherches Canada,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",NRC,CNRC,2,a
2314,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,Natural Sciences and Engineering Research Council,Conseil de recherches en sciences naturelles et en génie,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",NSERC,CRSNG,2,a
2315,Parks Canada,Parcs Canada,Parks Canada Agency,Agence Parcs Canada,Parks Canada,Parcs Canada,Environment and Climate Change Canada,Environnement et Changement climatique Canada,PC,PC,2,a
2316,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",SSHRC,CRSH,2,a
2317,Invest in Canada Hub,Investir au Canada,Invest in Canada Hub,Investir au Canada,,,Global Affairs Canada,Affaires mondiales Canada,,,2,a
2318,Polar Knowledge Canada,Savoir polaire Canada,Canadian High Arctic Research Station,Station canadienne de recherche dans l'Extrême-Arctique,Polar Knowledge Canada,Savoir polaire Canada,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,POLAR,POLAIRE,2,a
2319,Accessibility Standards Canada,Normes d'accessibilité Canada,Canadian Accessibility Standards Development Organization,Organisation canadienne d'élaboration de normes d'accessibilité,Accessibility Standards Canada,Normes d'accessibilité Canada,,,ASC,NAC,2,a
2396,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Heritage,Patrimoine canadien,CRTC,CRTC,1.1,a
3399,African Development Bank,Banque africaine de développement,African Development Bank,Banque africaine de développement,,,,,,,,a
3400,Asian Development Bank,Banque asiatique de développement,Asian Development Bank,Banque asiatique de développement,,,,,,,,a
3401,Caribbean Development Bank,Banque de développement des Caraïbes,Caribbean Development Bank,Banque de développement des Caraïbes,,,,,,,,a
3402,European Bank for Reconstruction and Development,Banque européenne pour la reconstruction et le développement,European Bank for Reconstruction and Development,Banque européenne pour la reconstruction et le développement,,,,,,,,a
3403,Inter-American Development Bank,Banque interaméricaine de développement,Inter-American Development Bank,Banque interaméricaine de développement,,,,,,,,a
3404,International Bank for Reconstruction and Development,Banque internationale pour la reconstruction et le développement,International Bank for Reconstruction and Development,Banque internationale pour la reconstruction et le développement,,,,,,,,a
3405,International Development Association,Association internationale de développement,International Development Association,Association internationale de développement,,,,,,,,a
3406,International Finance Corporation,Société financière internationale,International Finance Corporation,Société financière internationale,,,,,,,,a
3407,International Joint Commission (Canadian Section),Commission mixte internationale (section canadienne),International Joint Commission (Canadian Section),Commission mixte internationale (section canadienne),,,,,,,4,a
3408,International Lake Memphremagog Levels Board,Commission internationale du lac Memphrémagog,International Lake Memphremagog Levels Board,Commission internationale du lac Memphrémagog,,,,,,,,a
3409,International Lake of the Woods Control Board,Conseil international de contrôle du lac des Bois,International Lake of the Woods Control Board,Conseil international de contrôle du lac des Bois,,,,,,,,a
3410,International Monetary Fund,Fonds monétaire international,International Monetary Fund,Fonds monétaire international,,,,,,,,a
3411,Multilateral Investment Guarantee Agency,Agence multilatérale de garantie des investissements,Multilateral Investment Guarantee Agency,Agence multilatérale de garantie des investissements,,,,,,,,a
3412,Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC),Comité consultatif public mixte (CCPM) de la Commission de coopération environnementale (CCE),Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC),Comité consultatif public mixte (CCPM) de la Commission de coopération environnementale (CCE),,,,,,,,a
3413,World Anti-Doping Agency,Agence mondiale antidopage,World Anti-Doping Agency,Agence mondiale antidopage,,,,,,,,a
3414,Asian Infrastructure Investment Bank,Banque asiatique d'investissement dans les infrastructures,Asian Infrastructure Investment Bank,Banque asiatique d'investissement dans les infrastructures,,,,,,,,a
3415,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,,,,,,,,a
3416,North Portage Development Corporation (operating as The Forks North Portage Partnership),North Portage Development Corporation (exploitée sous le nom de The Forks North Portage Partnership),North Portage Development Corporation (operating as The Forks North Portage Partnership),North Portage Development Corporation (exploitée sous le nom de The Forks North Portage Partnership),,,,,,,,a
3417,Communication Canada,Communication Canada,Communication Canada,Communication Canada,,,,,,,4,a
3418,Office of the Superintendent of Bankruptcy,Bureau du surintendant des faillites,Office of the Superintendent of Bankruptcy,Bureau du surintendant des faillites,,,,,,,4,a
3419,Prairie Farm Rehabilitation Administration,Administration du rétablissement agricole des Prairies,Prairie Farm Rehabilitation Administration,Administration du rétablissement agricole des Prairies,,,,,,,4,a
3420,Commissioner of Canada Election,Commissaire aux élections fédérales,Commissioner of Canada Election,Commissaire aux élections fédérales,,,,,,,,a
3421,Canada Investment and Savings,Placements Épargne Canada,Canada Investment and Savings,Placements Épargne Canada,,,,,,,5,a
3422,Director of Soldier Settlement,Directeur de l'établissement de soldats,Director of Soldier Settlement,Directeur de l'établissement de soldats,,,,,,,4,a
3423,"The Director, The Veterans' Land Act",Directeur des terres destinées aux anciens combattants,"The Director, The Veterans' Land Act",Directeur des terres destinées aux anciens combattants,,,,,,,4,a
3424,Energy Supplies Allocation Board,Office de répartition des approvisionnements d'énergie,Energy Supplies Allocation Board,Office de répartition des approvisionnements d'énergie,,,Natural Resources Canada,Ressources naturelles Canada,,,4,a
3425,"Staff of the Non-Public Funds, Canadian Forces","Personnel des fonds non publics, Forces canadiennes","Staff of the Non-Public Funds, Canadian Forces","Personnel des fonds non publics, Forces canadiennes",,,,,,,5,a
3426,Statistics Survey Operations,Opérations des enquêtes statistiques,Statistics Survey Operations,Opérations des enquêtes statistiques,,,,,,,,a
3427,Federal Judges not part of any department,Juges fédéraux ne faisant pas partie d'un ministère,Federal Judges not part of any department,Juges fédéraux ne faisant pas partie d'un ministère,,,,,,,,a
3428,House of Commons,Chambre des communes,House of Commons,Chambre des communes,,,,,,,,a
3429,Library of Parliament,Bibliothèque du Parlement,Library of Parliament,Bibliothèque du Parlement,,,,,,,,a
3430,Office of the Conflict of Interest and Ethics Commissioner,Commissariat aux conflits d'intérêts et à l'éthique,Office of the Conflict of Interest and Ethics Commissioner,Commissariat aux conflits d'intérêts et à l'éthique,,,,,,,,a
3431,Senate Ethics Officer,Conseiller sénatorial en éthique,Senate Ethics Officer,Conseiller sénatorial en éthique,,,,,,,,a
3432,Senate,Sénat,Senate,Sénat,,,,,,,,a
3433,Office of the Parliamentary Budget Officer,Bureau du directeur parlementaire du budget,Office of the Parliamentary Budget Officer,Bureau du directeur parlementaire du budget,,,,,,,,a
3434,Parliamentary Protective Service,Service de protection parlementaire,Parliamentary Protective Service,Service de protection parlementaire,,,,,,,,a
3435,Aéroport de Québec Inc.,Aéroport de Québec Inc.,Aéroport de Québec Inc.,Aéroport de Québec Inc.,,,,,,,,a
3436,Aéroports de Montréal,Aéroports de Montréal,Aéroports de Montréal,Aéroports de Montréal,,,,,,,,a
3437,Asia-Pacific Foundation of Canada,Fondation Asie-Pacifique du Canada,Asia-Pacific Foundation of Canada,Fondation Asie-Pacifique du Canada,,,,,,,,a
3438,Association of Canada Lands Surveyors,Association des Arpenteurs des Terres du Canada,Association of Canada Lands Surveyors,Association des Arpenteurs des Terres du Canada,,,,,,,,a
3439,Belledune Port Authority,Administration portuaire de Belledune,Belledune Port Authority,Administration portuaire de Belledune,,,,,,,,a
3440,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,,,,,,,,a
3441,Calgary Airport Authority,Administration aéroportuaire de Calgary,Calgary Airport Authority,Administration aéroportuaire de Calgary,,,,,,,,a
3442,WinSport,WinSport,WinSport,WinSport,,,,,,,,a
3443,Canada Foundation for Innovation,Fondation canadienne pour l'innovation,Canada Foundation for Innovation,Fondation canadienne pour l'innovation,,,,,,,,a
3444,Canada Foundation for Sustainable Development Technology,Fondation du Canada pour l'appui technologique au développement durable,Canada Foundation for Sustainable Development Technology,Fondation du Canada pour l'appui technologique au développement durable,,,,,,,,a
3445,Canada Games Council,Conseil des Jeux du Canada,Canada Games Council,Conseil des Jeux du Canada,,,,,,,,a
3446,Canada Health Infoway Inc.,Inforoute Santé du Canada Inc.,Canada Health Infoway Inc.,Inforoute Santé du Canada Inc.,,,,,,,,a
3447,Canada Media Fund,Fonds des médias du Canada,Canada Media Fund,Fonds des médias du Canada,,,,,,,,a
3448,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers,,,,,,,,a
3449,Canada-Nova Scotia Offshore Energy Regulator,Régie Canada-Nouvelle-Écosse de l'énergie extracôtière,Canada-Nova Scotia Offshore Energy Regulator,Régie Canada-Nouvelle-Écosse de l'énergie extracôtière,,,,,,,,a
3450,Canadian Agency for Drugs and Technologies in Health (CADTH),Agence canadienne des médicaments et des technologies de la santé (ACMTS),Canadian Agency for Drugs and Technologies in Health (CADTH),Agence canadienne des médicaments et des technologies de la santé (ACMTS),,,,,,,,a
3451,Canadian Centre on Substance Use and Addictions,Centre canadien sur les dépendances et l'usage de substances,Canadian Centre on Substance Use and Addictions,Centre canadien sur les dépendances et l'usage de substances,,,,,,,,a
3452,Canadian Energy Research Institute,Canadian Energy Research Institute,Canadian Energy Research Institute,Canadian Energy Research Institute,,,,,,,,d
3453,Canadian Institute for Health Information (CIHI),Institut canadien d'information sur la santé (ICIS),Canadian Institute for Health Information (CIHI),Institut canadien d'information sur la santé (ICIS),,,,,,,,a
3454,Canadian Livestock Records Corporation,Société canadienne d'enregistrement des animaux,Canadian Livestock Records Corporation,Société canadienne d'enregistrement des animaux,,,,,,,,a
3455,Canadian Partnership Against Cancer Corporation (CPAC),Partenariat canadien contre le cancer (PCC),Canadian Partnership Against Cancer Corporation (CPAC),Partenariat canadien contre le cancer (PCC),,,,,,,,a
3456,Canadian Patient Safety Institute (CPSI),Institut canadien pour la sécurité des patients (ICSP),Canadian Patient Safety Institute (CPSI),Institut canadien pour la sécurité des patients (ICSP),,,,,,,,d
3457,Canadian Sport Institute Ontario,Institut canadien du sport Ontario,Canadian Sport Institute Ontario,Institut canadien du sport Ontario,,,,,,,,a
3458,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,,,,,,,,a
3459,Coaching Association of Canada,Association canadienne des entraîneurs,Coaching Association of Canada,Association canadienne des entraîneurs,,,,,,,,a
3461,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,,,,,,,,a
3462,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,,,,,,,,a
3463,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,,,,,,,,a
3464,Greater London International Airport Authority,Greater London International Airport Authority,Greater London International Airport Authority,Greater London International Airport Authority,,,,,,,,a
3465,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,,,,,,,,a
3466,Greater Toronto Airports Authority,Autorité aéroportuaire du Grand Toronto,Greater Toronto Airports Authority,Autorité aéroportuaire du Grand Toronto,,,,,,,,a
3467,Halifax International Airport Authority,Administration de l'aéroport international d'Halifax,Halifax International Airport Authority,Administration de l'aéroport international d'Halifax,,,,,,,,a
3468,Halifax Port Authority,Administration portuaire d'Halifax,Halifax Port Authority,Administration portuaire d'Halifax,,,,,,,,a
3469,Hamilton Port Authority,Administration portuaire de Hamilton,Hamilton Port Authority,Administration portuaire de Hamilton,,,,,,,,a
3470,Institut national du sport du Québec,Institut national du sport du Québec,Institut national du sport du Québec,Institut national du sport du Québec,,,,,,,,a
3471,Internal Trade Secretariat Corporation,Corporation du Secrétariat du commerce intérieur,Internal Trade Secretariat Corporation,Corporation du Secrétariat du commerce intérieur,,,,,,,,a
3472,International Fisheries Commissions Pension Society,Société de caisse de retraite de la Commission internationale des pêcheries,International Fisheries Commissions Pension Society,Société de caisse de retraite de la Commission internationale des pêcheries,,,,,,,,a
3473,Lake of the Woods Control Board,Commission de contrôle du lac des Bois,Lake of the Woods Control Board,Commission de contrôle du lac des Bois,,,,,,,,a
3474,Maritime Forestry Complex Corporation,Société du complexe forestier des Maritimes,Maritime Forestry Complex Corporation,Société du complexe forestier des Maritimes,,,,,,,,a
3475,Mental Health Commission of Canada (MHCC),Commission de la santé mentale du Canada (CSMC),Mental Health Commission of Canada (MHCC),Commission de la santé mentale du Canada (CSMC),,,,,,,,a
3476,Milit-Air Inc.,Milit-Air Inc.,Milit-Air Inc.,Milit-Air Inc.,,,,,,,,a
3477,Montréal Port Authority,Administration portuaire de Montréal,Montréal Port Authority,Administration portuaire de Montréal,,,,,,,,a
3478,Nanaimo Port Authority,Administration portuaire de Nanaimo,Nanaimo Port Authority,Administration portuaire de Nanaimo,,,,,,,,a
3479,"Nature Trust of British Columbia, The","Nature Trust of British Columbia, The","Nature Trust of British Columbia, The","Nature Trust of British Columbia, The",,,,,,,,a
3480,NAV CANADA,NAV CANADA,NAV CANADA,NAV CANADA,,,,,,,,a
3481,Oshawa Port Authority,Administration portuaire d'Oshawa,Oshawa Port Authority,Administration portuaire d'Oshawa,,,,,,,,a
3482,Ottawa International Airport Authority,Administration de l'aéroport international d'Ottawa,Ottawa International Airport Authority,Administration de l'aéroport international d'Ottawa,,,,,,,,a
3483,Ouranos Consortium,Consortium Ouranos,Ouranos Consortium,Consortium Ouranos,,,,,,,,a
3484,"Pierre Elliott Trudeau Foundation, The","Fondation Pierre Elliott Trudeau, La","Pierre Elliott Trudeau Foundation, The","Fondation Pierre Elliott Trudeau, La",,,,,,,,a
3485,Porcupine Caribou Management Board,Porcupine Caribou Management Board,Porcupine Caribou Management Board,Porcupine Caribou Management Board,,,,,,,,a
3486,Port Alberni Port Authority,Administration portuaire de Port Alberni,Port Alberni Port Authority,Administration portuaire de Port Alberni,,,,,,,,a
3488,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,,,,,,,,a
3489,Prince Rupert Port Authority,Administration portuaire de Prince Rupert,Prince Rupert Port Authority,Administration portuaire de Prince Rupert,,,,,,,,a
3490,Québec Port Authority,Administration portuaire de Québec,Québec Port Authority,Administration portuaire de Québec,,,,,,,,a
3491,Regina Airport Authority Inc.,Regina Airport Authority Inc.,Regina Airport Authority Inc.,Regina Airport Authority Inc.,,,,,,,,a
3492,Roosevelt Campobello International Park Commission,Commission du parc international Roosevelt de Campobello,Roosevelt Campobello International Park Commission,Commission du parc international Roosevelt de Campobello,,,,,,,,a
3493,Saguenay Port Authority,Administration portuaire du Saguenay,Saguenay Port Authority,Administration portuaire du Saguenay,,,,,,,,a
3494,Saint John Airport Inc.,Saint John Airport Inc.,Saint John Airport Inc.,Saint John Airport Inc.,,,,,,,,a
3495,Saint John Port Authority,Administration portuaire de Saint John,Saint John Port Authority,Administration portuaire de Saint John,,,,,,,,a
3496,Saskatoon Airport Authority,Saskatoon Airport Authority,Saskatoon Airport Authority,Saskatoon Airport Authority,,,,,,,,a
3497,Sept-Îles Port Authority,Administration portuaire de Sept-Îles,Sept-Îles Port Authority,Administration portuaire de Sept-Îles,,,,,,,,a
3498,Sport Dispute Resolution Centre of Canada,Centre de règlement des différends sportifs du Canada,Sport Dispute Resolution Centre of Canada,Centre de règlement des différends sportifs du Canada,,,,,,,,a
3499,St. John's International Airport Authority,St. John's International Airport Authority,St. John's International Airport Authority,St. John's International Airport Authority,,,,,,,,a
3500,St. John's Port Authority,Administration portuaire de St. John's,St. John's Port Authority,Administration portuaire de St. John's,,,,,,,,a
3501,St. Lawrence Seaway Management Corporation,Corporation de gestion de la Voie maritime du Saint-Laurent,St. Lawrence Seaway Management Corporation,Corporation de gestion de la Voie maritime du Saint-Laurent,,,,,,,,a
3502,Terry Fox Humanitarian Award Inc.,Prix humanitaire Terry Fox inc.,Terry Fox Humanitarian Award Inc.,Prix humanitaire Terry Fox inc.,,,,,,,,a
3503,Thunder Bay International Airports Authority Inc.,Thunder Bay International Airports Authority Inc.,Thunder Bay International Airports Authority Inc.,Thunder Bay International Airports Authority Inc.,,,,,,,,a
3504,Thunder Bay Port Authority,Administration portuaire de Thunder Bay,Thunder Bay Port Authority,Administration portuaire de Thunder Bay,,,,,,,,a
3506,Toronto Port Authority,Administration portuaire de Toronto,Toronto Port Authority,Administration portuaire de Toronto,,,,,,,,a
3507,Trois-Rivières Port Authority,Administration portuaire de Trois-Rivières,Trois-Rivières Port Authority,Administration portuaire de Trois-Rivières,,,,,,,,a
3508,TV5 Québec Canada,TV5 Québec Canada,TV5 Québec Canada,TV5 Québec Canada,,,,,,,,a
3509,Vancouver Fraser Port Authority,Administration portuaire de Vancouver Fraser,Vancouver Fraser Port Authority,Administration portuaire de Vancouver Fraser,,,,,,,,a
3510,Vancouver International Airport Authority,Administration de l'Aéroport de Vancouver,Vancouver International Airport Authority,Administration de l'Aéroport de Vancouver,,,,,,,,a
3511,Victoria Airport Authority,Autorité aéroportuaire de Victoria,Victoria Airport Authority,Autorité aéroportuaire de Victoria,,,,,,,,a
3512,Waterfront Toronto,Waterfront Toronto,Waterfront Toronto,Waterfront Toronto,,,,,,,,a
3513,Wildlife Habitat Canada,Habitat faunique Canada,Wildlife Habitat Canada,Habitat faunique Canada,,,,,,,,a
3514,Windsor Port Authority,Administration portuaire de Windsor,Windsor Port Authority,Administration portuaire de Windsor,,,,,,,,a
3515,Winnipeg Airports Authority Inc.,Winnipeg Airports Authority Inc.,Winnipeg Airports Authority Inc.,Winnipeg Airports Authority Inc.,,,,,,,,a
3516,Canadian Foundation for Healthcare Improvement (CFHI),Fondation canadienne pour l'amélioration des services de santé (FCASS),Canadian Foundation for Healthcare Improvement (CFHI),Fondation canadienne pour l'amélioration des services de santé (FCASS),,,,,,,,d
3517,Healthcare Excellence Canada (HEC),Excellence en santé Canada (ESC),Healthcare Excellence Canada (HEC),Excellence en santé Canada (ESC),,,,,,,,a
3518,Aboriginal Healing Foundation,Fondation autochtone de guérison,Aboriginal Healing Foundation,Fondation autochtone de guérison,,,,,,,,d
3519,Canada Commonwealth Legacy Fund,Fonds du legs des Jeux du Commonwealth,Canada Commonwealth Legacy Fund,Fonds du legs des Jeux du Commonwealth,,,,,,,,d
3520,Canadian Foundation for Climate and Atmospheric Sciences,Fondation canadienne pour les sciences du climat et de l'atmosphère,Canadian Foundation for Climate and Atmospheric Sciences,Fondation canadienne pour les sciences du climat et de l'atmosphère,,,,,,,,d
3521,Canadian International Grains Institute,Institut international du Canada pour le grain,Canadian International Grains Institute,Institut international du Canada pour le grain,,,,,,,,d
3522,"Canadian Wheat Board, The","Commission canadienne du blé, La","Canadian Wheat Board, The","Commission canadienne du blé, La",,,,,,,,d
3523,Centre national multisport-Montréal,Centre national multisport – Montréal,Centre national multisport-Montréal,Centre national multisport – Montréal,,,,,,,,d
3524,First Nations Financial Management Board,Conseil de gestion financière des premières nations,First Nations Financial Management Board,Conseil de gestion financière des premières nations,,,,,,,,d
3525,First Nations Tax Commission,Commission de la fiscalité des premières nations,First Nations Tax Commission,Commission de la fiscalité des premières nations,,,,,,,,d
3526,Health Council of Canada,Conseil canadien de la santé,Health Council of Canada,Conseil canadien de la santé,,,,,,,,d
3527,International Centre for Human Rights and Democratic Development,Centre international des droits de la personne et du développement démocratique,International Centre for Human Rights and Democratic Development,Centre international des droits de la personne et du développement démocratique,,,,,,,,d
3528,PrioNet Canada,PrioNet Canada,PrioNet Canada,PrioNet Canada,,,,,,,,d
3531,Last Post Fund,Fonds du Souvenir,Last Post Fund,Fonds du Souvenir,,,,,,,,t
3532,"Vanier Institute of the Family, The",L'Institut Vanier de la famille,"Vanier Institute of the Family, The",L'Institut Vanier de la famille,,,,,,,,t
3533,Canadian Coast Guard,Garde côtière canadienne,Canadian Coast Guard,Garde côtière canadienne,,,Fisheries and Oceans Canada,Pêches et Océans Canada,,,,a
3534,Canadian Conservation Institute,Institut canadien de conservation,Canadian Conservation Institute,Institut canadien de conservation,,,Canadian Heritage,Patrimoine canadien,,,,a
3535,Canadian Forces Housing Agency,Agence de logement des Forces canadiennes,Canadian Forces Housing Agency,Agence de logement des Forces canadiennes,,,National Defence,Défense nationale,,,,a
3536,Canadian Heritage Information Network,Réseau canadien d'information sur le patrimoine,Canadian Heritage Information Network,Réseau canadien d'information sur le patrimoine,,,Canadian Heritage,Patrimoine canadien,,,,a
3537,Canadian Intellectual Property Office,Office de la propriété intellectuelle du Canada,Canadian Intellectual Property Office,Office de la propriété intellectuelle du Canada,,,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",,,,a
3538,Canadian Pari-Mutuel Agency,Agence canadienne du pari mutuel,Canadian Pari-Mutuel Agency,Agence canadienne du pari mutuel,,,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,,,,a
3539,CORCAN,CORCAN,CORCAN,CORCAN,,,Public Safety Canada,Sécurité publique Canada,,,,a
3540,Defence Research and Development Canada,Recherche et développement pour la défense Canada,Defence Research and Development Canada,Recherche et développement pour la défense Canada,,,National Defence,Défense nationale,,,,a
3541,Indian Oil and Gas Canada,Pétrole et gaz des Indiens du Canada,Indian Oil and Gas Canada,Pétrole et gaz des Indiens du Canada,,,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,,,5,a
3542,Measurement Canada,Mesures Canada,Measurement Canada,Mesures Canada,,,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",,,,a
3543,Physical Resources Bureau,Direction générale des biens,Physical Resources Bureau,Direction générale des biens,,,,,,,,a
3544,Translation Bureau,Bureau de la traduction,Translation Bureau,Bureau de la traduction,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,,,,a
3545,Consulting and Audit Canada Revolving Fund,Fonds renouvelable de Conseils et Vérification Canada,Consulting and Audit Canada Revolving Fund,Fonds renouvelable de Conseils et Vérification Canada,,,,,,,,d
3546,Industrial Technologies Office,Office des technologies industrielles,Industrial Technologies Office,Office des technologies industrielles,,,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",,,,t
3547,Passport Canada,Passeport Canada,Passport Canada,Passeport Canada,,,,,,,,t
